filename,width,height,class,xmin,ymin,xmax,ymax
IMG_3384_JPG.rf.215902e3f6dae051d3eb0b334ac21a30.jpg,640,640,Destination Sign,175,324,211,357
IMG_3384_JPG.rf.215902e3f6dae051d3eb0b334ac21a30.jpg,640,640,Bus Side Number,425,486,483,515
IMG_3384_JPG.rf.215902e3f6dae051d3eb0b334ac21a30.jpg,640,640,Bus Side Number,181,433,225,452
IMG_1968_jpeg.rf.2247ab151c358c5144e46e011a9df816.jpg,640,640,TSB-Bus,118,87,548,577
IMG_1968_jpeg.rf.2247ab151c358c5144e46e011a9df816.jpg,640,640,Bus Line Number,283,157,316,224
IMG_1968_jpeg.rf.2247ab151c358c5144e46e011a9df816.jpg,640,640,Destination Sign,180,165,280,224
IMG_1968_jpeg.rf.2247ab151c358c5144e46e011a9df816.jpg,640,640,Bus Side Number,295,443,337,467
IMG_3909_JPG.rf.205147ea96fcad49be5d36c2786338fe.jpg,640,640,BMTA-bus,189,122,441,469
IMG_3909_JPG.rf.205147ea96fcad49be5d36c2786338fe.jpg,640,640,Bus Line Number,287,138,333,167
IMG_3909_JPG.rf.205147ea96fcad49be5d36c2786338fe.jpg,640,640,Destination Sign,334,267,401,320
IMG_3909_JPG.rf.205147ea96fcad49be5d36c2786338fe.jpg,640,640,Bus Side Number,363,343,406,363
IMG_4241_JPG.rf.21079fdaa157224cb1d24e4bf4a01dee.jpg,640,640,BMTA-bus,118,111,575,537
IMG_4241_JPG.rf.21079fdaa157224cb1d24e4bf4a01dee.jpg,640,640,Bus Line Number,236,150,275,177
IMG_4241_JPG.rf.21079fdaa157224cb1d24e4bf4a01dee.jpg,640,640,Destination Sign,256,307,335,349
IMG_4241_JPG.rf.21079fdaa157224cb1d24e4bf4a01dee.jpg,640,640,Bus Side Number,299,463,351,487
IMG_3911_JPG.rf.21bcdec7a1f5c568d1b37a6076eb29d5.jpg,640,640,BMTA-bus,117,196,605,531
IMG_3911_JPG.rf.21bcdec7a1f5c568d1b37a6076eb29d5.jpg,640,640,Bus Line Number,255,217,348,252
IMG_3911_JPG.rf.21bcdec7a1f5c568d1b37a6076eb29d5.jpg,640,640,Destination Sign,331,341,432,383
IMG_3911_JPG.rf.21bcdec7a1f5c568d1b37a6076eb29d5.jpg,640,640,Bus Side Number,355,491,466,521
IMG_9995_JPG.rf.20fdbfdaa7657f02bd9e0865f9603643.jpg,640,640,TSB-Bus,170,0,341,305
IMG_9995_JPG.rf.20fdbfdaa7657f02bd9e0865f9603643.jpg,640,640,Bus Line Number,271,216,299,233
IMG_9995_JPG.rf.20fdbfdaa7657f02bd9e0865f9603643.jpg,640,640,Destination Sign,212,211,274,231
IMG_9995_JPG.rf.20fdbfdaa7657f02bd9e0865f9603643.jpg,640,640,Bus Side Number,295,271,315,277
IMG_4246_JPG.rf.2265295eff855955795afc7b51ade60e.jpg,640,640,BMTA-bus,0,0,640,640
IMG_4246_JPG.rf.2265295eff855955795afc7b51ade60e.jpg,640,640,Destination Sign,98,235,375,411
IMG_4217_JPG.rf.217bf030af3aed53003383a62c93822e.jpg,640,640,TSB-Bus,102,190,437,452
IMG_4217_JPG.rf.217bf030af3aed53003383a62c93822e.jpg,640,640,Bus Line Number,391,230,417,261
IMG_4217_JPG.rf.217bf030af3aed53003383a62c93822e.jpg,640,640,Destination Sign,328,232,391,261
IMG_4217_JPG.rf.217bf030af3aed53003383a62c93822e.jpg,640,640,Bus Side Number,408,358,430,369
IMG_4321_JPG.rf.203914c4c7c3614983032c58b42530f0.jpg,640,640,BMTA-bus,124,127,587,545
IMG_4321_JPG.rf.203914c4c7c3614983032c58b42530f0.jpg,640,640,Bus Line Number,229,155,299,192
IMG_4321_JPG.rf.203914c4c7c3614983032c58b42530f0.jpg,640,640,Destination Sign,299,326,369,366
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,BMTA-bus,138,206,428,487
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,BMTA-bus,471,284,627,426
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,BMTA-bus,533,280,627,416
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,Bus Line Number,351,246,389,279
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,Destination Sign,350,357,399,380
IMG_0444_JPG.rf.226030ed363e6702dc8e1cb81dfd9be8.jpg,640,640,Bus Side Number,347,442,377,454
IMG_0723_jpg.rf.20aedab4b3711d62f65d585072c2693f.jpg,640,640,TSB-Bus,139,145,445,577
IMG_0723_jpg.rf.20aedab4b3711d62f65d585072c2693f.jpg,640,640,Bus Line Number,250,200,283,258
IMG_0723_jpg.rf.20aedab4b3711d62f65d585072c2693f.jpg,640,640,Destination Sign,166,205,246,260
IMG_0723_jpg.rf.20aedab4b3711d62f65d585072c2693f.jpg,640,640,Bus Side Number,261,460,302,484
IMG_4156_JPG.rf.21942d92840f716a43a3e4b81472e437.jpg,640,640,TSB-Bus,167,124,558,540
IMG_4156_JPG.rf.21942d92840f716a43a3e4b81472e437.jpg,640,640,Bus Line Number,322,188,371,245
IMG_4156_JPG.rf.21942d92840f716a43a3e4b81472e437.jpg,640,640,Destination Sign,210,185,311,240
IMG_4156_JPG.rf.21942d92840f716a43a3e4b81472e437.jpg,640,640,Bus Side Number,352,414,406,437
VNXTE0646_JPG.rf.224f12df06943957d46044a13f671c2b.jpg,640,640,BMTA-bus,212,106,575,482
VNXTE0646_JPG.rf.224f12df06943957d46044a13f671c2b.jpg,640,640,Bus Line Number,294,131,366,163
VNXTE0646_JPG.rf.224f12df06943957d46044a13f671c2b.jpg,640,640,Destination Sign,344,259,418,287
VNXTE0646_JPG.rf.224f12df06943957d46044a13f671c2b.jpg,640,640,Bus Side Number,377,401,429,421
IMG_4139_JPG.rf.223a56529e3b97cf4c2c2f8acf3a258d.jpg,640,640,BMTA-bus,0,0,640,512
IMG_4139_JPG.rf.223a56529e3b97cf4c2c2f8acf3a258d.jpg,640,640,Bus Side Number,176,86,510,381
IMG_4365_JPG.rf.224089fa8757fdbb03ac978ae91cbc3b.jpg,640,640,BMTA-bus,186,88,572,476
IMG_4365_JPG.rf.224089fa8757fdbb03ac978ae91cbc3b.jpg,640,640,Bus Line Number,271,132,332,157
IMG_4365_JPG.rf.224089fa8757fdbb03ac978ae91cbc3b.jpg,640,640,Destination Sign,331,247,387,278
IMG_4365_JPG.rf.224089fa8757fdbb03ac978ae91cbc3b.jpg,640,640,Bus Side Number,353,391,398,411
IMG_4387_JPG.rf.224dd1bc674e34baea1195a94ca94285.jpg,640,640,BMTA-bus,224,88,640,610
IMG_4387_JPG.rf.224dd1bc674e34baea1195a94ca94285.jpg,640,640,Bus Line Number,332,150,455,198
IMG_4387_JPG.rf.224dd1bc674e34baea1195a94ca94285.jpg,640,640,Destination Sign,387,350,476,398
IMG_4387_JPG.rf.224dd1bc674e34baea1195a94ca94285.jpg,640,640,Bus Side Number,420,508,481,539
IMG_4204_JPG.rf.20d1d74dcd3c119a738425ac2982c022.jpg,640,640,TSB-Bus,110,242,550,528
IMG_4204_JPG.rf.20d1d74dcd3c119a738425ac2982c022.jpg,640,640,Bus Line Number,273,277,317,314
IMG_4204_JPG.rf.20d1d74dcd3c119a738425ac2982c022.jpg,640,640,Destination Sign,149,287,257,317
IMG_4204_JPG.rf.20d1d74dcd3c119a738425ac2982c022.jpg,640,640,Bus Side Number,316,445,368,461
IMG_8930_jpg.rf.214eb5e81c29d980bdf0dac33f7cd151.jpg,640,640,BMTA-bus,191,250,481,421
IMG_8930_jpg.rf.214eb5e81c29d980bdf0dac33f7cd151.jpg,640,640,Bus Line Number,280,255,350,273
IMG_8930_jpg.rf.214eb5e81c29d980bdf0dac33f7cd151.jpg,640,640,Destination Sign,342,317,402,336
IMG_8930_jpg.rf.214eb5e81c29d980bdf0dac33f7cd151.jpg,640,640,Bus Side Number,353,379,420,393
IMG_1102_JPG.rf.22e5b56cbfc75da40fb8bfbd1c03d351.jpg,640,640,BMTA-bus,192,262,530,471
IMG_1102_JPG.rf.22e5b56cbfc75da40fb8bfbd1c03d351.jpg,640,640,Bus Line Number,265,280,324,302
IMG_1102_JPG.rf.22e5b56cbfc75da40fb8bfbd1c03d351.jpg,640,640,Destination Sign,332,345,379,370
IMG_1102_JPG.rf.22e5b56cbfc75da40fb8bfbd1c03d351.jpg,640,640,Bus Side Number,309,426,372,445
IMG_1485_JPG.rf.2272b29ecbb167887cd537415fba81be.jpg,640,640,BMTA-bus,267,178,635,373
IMG_1485_JPG.rf.2272b29ecbb167887cd537415fba81be.jpg,640,640,Bus Line Number,339,212,369,231
IMG_1485_JPG.rf.2272b29ecbb167887cd537415fba81be.jpg,640,640,Destination Sign,359,273,405,297
IMG_1485_JPG.rf.2272b29ecbb167887cd537415fba81be.jpg,640,640,Bus Side Number,362,338,396,352
IMG_4340_JPG.rf.22f85181ea99cc49e641e4677880be35.jpg,640,640,BMTA-bus,244,0,640,626
IMG_4340_JPG.rf.22f85181ea99cc49e641e4677880be35.jpg,640,640,Bus Line Number,399,62,440,148
IMG_4340_JPG.rf.22f85181ea99cc49e641e4677880be35.jpg,640,640,Destination Sign,275,92,336,168
IMG_4340_JPG.rf.22f85181ea99cc49e641e4677880be35.jpg,640,640,Bus Side Number,414,455,511,497
IMG_0391_JPG.rf.22a9549ead87bc40b830d3162d84bc72.jpg,640,640,BMTA-bus,29,114,632,504
IMG_0391_JPG.rf.22a9549ead87bc40b830d3162d84bc72.jpg,640,640,Bus Line Number,63,169,188,224
IMG_0391_JPG.rf.22a9549ead87bc40b830d3162d84bc72.jpg,640,640,Destination Sign,135,313,195,379
IMG_0391_JPG.rf.22a9549ead87bc40b830d3162d84bc72.jpg,640,640,Bus Side Number,153,396,191,420
IMG_4753_JPG.rf.22e3ac4db696f3f983236de88671ae16.jpg,640,640,TSB-Bus,186,136,471,491
IMG_4753_JPG.rf.22e3ac4db696f3f983236de88671ae16.jpg,640,640,Bus Line Number,322,194,360,236
IMG_4753_JPG.rf.22e3ac4db696f3f983236de88671ae16.jpg,640,640,Destination Sign,223,195,321,238
IMG_4753_JPG.rf.22e3ac4db696f3f983236de88671ae16.jpg,640,640,Bus Side Number,349,389,388,406
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,BMTA-bus,396,197,630,524
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,BMTA-bus,69,187,396,503
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Bus Line Number,147,231,218,259
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Bus Line Number,489,240,564,269
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Destination Sign,181,336,229,371
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Destination Sign,506,352,563,376
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Bus Side Number,191,445,232,464
IMG_4689_JPG.rf.230c5d48be7822af4d05a47d92122583.jpg,640,640,Bus Side Number,526,465,576,482
IMG_4765_JPG.rf.230255188b0dc3cfa6584156d9f666c8.jpg,640,640,BMTA-bus,96,68,568,614
IMG_4765_JPG.rf.230255188b0dc3cfa6584156d9f666c8.jpg,640,640,Bus Line Number,260,139,317,178
IMG_4765_JPG.rf.230255188b0dc3cfa6584156d9f666c8.jpg,640,640,Destination Sign,328,346,416,388
IMG_4765_JPG.rf.230255188b0dc3cfa6584156d9f666c8.jpg,640,640,Bus Side Number,332,528,399,561
IMG_1975_jpeg.rf.22b2c18aea798df67a9be7ba3798d5f8.jpg,640,640,TSB-Bus,188,225,539,479
IMG_1975_jpeg.rf.22b2c18aea798df67a9be7ba3798d5f8.jpg,640,640,Bus Line Number,356,258,420,297
IMG_1975_jpeg.rf.22b2c18aea798df67a9be7ba3798d5f8.jpg,640,640,Destination Sign,230,257,330,294
IMG_1975_jpeg.rf.22b2c18aea798df67a9be7ba3798d5f8.jpg,640,640,Bus Side Number,391,404,451,416
IMG_8977_JPG.rf.2185ab485f55c56b3a03809c17bbbd3d.jpg,640,640,TSB-Bus,77,207,602,554
IMG_8977_JPG.rf.2185ab485f55c56b3a03809c17bbbd3d.jpg,640,640,Bus Line Number,287,249,364,297
IMG_8977_JPG.rf.2185ab485f55c56b3a03809c17bbbd3d.jpg,640,640,Destination Sign,138,257,271,305
IMG_8977_JPG.rf.2185ab485f55c56b3a03809c17bbbd3d.jpg,640,640,Bus Side Number,338,431,397,457
IMG_6951_jpg.rf.2078279ab5f1d9f6814202d9d9c6bd58.jpg,640,640,BMTA-bus,200,259,534,453
IMG_6951_jpg.rf.2078279ab5f1d9f6814202d9d9c6bd58.jpg,640,640,Bus Line Number,314,269,379,287
IMG_6951_jpg.rf.2078279ab5f1d9f6814202d9d9c6bd58.jpg,640,640,Destination Sign,377,346,453,368
IMG_6951_jpg.rf.2078279ab5f1d9f6814202d9d9c6bd58.jpg,640,640,Bus Side Number,390,420,441,437
IMG_4294_JPG.rf.233185d48caad9fc5abaedd43b3efc3d.jpg,640,640,BMTA-bus,34,0,640,639
IMG_4294_JPG.rf.233185d48caad9fc5abaedd43b3efc3d.jpg,640,640,Destination Sign,171,105,451,481
IMG_3831_JPG.rf.2384ab63b4344d279fd65218cb0dff9b.jpg,640,640,BMTA-bus,105,227,484,538
IMG_3831_JPG.rf.2384ab63b4344d279fd65218cb0dff9b.jpg,640,640,Bus Line Number,270,247,395,280
IMG_3831_JPG.rf.2384ab63b4344d279fd65218cb0dff9b.jpg,640,640,Destination Sign,368,354,444,393
IMG_3831_JPG.rf.2384ab63b4344d279fd65218cb0dff9b.jpg,640,640,Bus Side Number,363,490,450,515
IMG_0067_JPG.rf.238752406ce78f077393cbb39c45b6cb.jpg,640,640,BMTA-bus,125,195,510,483
IMG_0067_JPG.rf.238752406ce78f077393cbb39c45b6cb.jpg,640,640,BMTA-bus,0,254,145,447
IMG_0067_JPG.rf.238752406ce78f077393cbb39c45b6cb.jpg,640,640,Bus Line Number,246,227,318,252
IMG_0067_JPG.rf.238752406ce78f077393cbb39c45b6cb.jpg,640,640,Destination Sign,319,334,403,374
IMG_0067_JPG.rf.238752406ce78f077393cbb39c45b6cb.jpg,640,640,Bus Side Number,332,442,409,465
IMG_4140_JPG.rf.23ab069339a79f93e42d9749ee26bd34.jpg,640,640,BMTA-bus,0,0,640,504
IMG_4140_JPG.rf.23ab069339a79f93e42d9749ee26bd34.jpg,640,640,Bus Side Number,169,24,479,355
IMG_4401_JPG.rf.237e39760505b3c868ed065bf82392ed.jpg,640,640,BMTA-bus,96,56,566,623
IMG_4401_JPG.rf.237e39760505b3c868ed065bf82392ed.jpg,640,640,Bus Line Number,265,102,352,152
IMG_4401_JPG.rf.237e39760505b3c868ed065bf82392ed.jpg,640,640,Destination Sign,321,332,409,384
IMG_4401_JPG.rf.237e39760505b3c868ed065bf82392ed.jpg,640,640,Bus Side Number,349,528,423,567
IMG_E4168_JPG.rf.23e1cccef0003eb1ab982fa92a270a4b.jpg,640,640,BMTA-bus,85,207,582,483
IMG_E4168_JPG.rf.23e1cccef0003eb1ab982fa92a270a4b.jpg,640,640,Bus Line Number,323,227,423,257
IMG_E4168_JPG.rf.23e1cccef0003eb1ab982fa92a270a4b.jpg,640,640,Bus Side Number,458,264,536,280
IMG_2585_jpg.rf.235ac2da7d42795941e78a26eb97a672.jpg,640,640,BMTA-bus,87,172,639,455
IMG_2585_jpg.rf.235ac2da7d42795941e78a26eb97a672.jpg,640,640,Bus Line Number,227,188,334,214
IMG_2585_jpg.rf.235ac2da7d42795941e78a26eb97a672.jpg,640,640,Destination Sign,341,308,454,328
IMG_2585_jpg.rf.235ac2da7d42795941e78a26eb97a672.jpg,640,640,Bus Side Number,366,425,495,446
IMG_1449_JPG.rf.23361f97e3303ad67b32021c366931c6.jpg,640,640,BMTA-bus,131,217,553,463
IMG_1449_JPG.rf.23361f97e3303ad67b32021c366931c6.jpg,640,640,Bus Line Number,230,223,306,244
IMG_1449_JPG.rf.23361f97e3303ad67b32021c366931c6.jpg,640,640,Bus Side Number,310,430,380,454
IMG_1449_JPG.rf.23361f97e3303ad67b32021c366931c6.jpg,640,640,Destination Sign,303,313,374,337
IMG_9207_jpg.rf.24a438c2b9646abd7c3eea0e7f324b58.jpg,640,640,TSB-Bus,90,179,579,552
IMG_9207_jpg.rf.24a438c2b9646abd7c3eea0e7f324b58.jpg,640,640,Bus Line Number,367,234,438,289
IMG_9207_jpg.rf.24a438c2b9646abd7c3eea0e7f324b58.jpg,640,640,Destination Sign,189,222,362,287
IMG_9207_jpg.rf.24a438c2b9646abd7c3eea0e7f324b58.jpg,640,640,Bus Side Number,386,436,472,458
IMG_0652_JPG.rf.23cc8f671f18493d8c01aefccc4c668c.jpg,640,640,TSB-Bus,251,186,497,412
IMG_0652_JPG.rf.23cc8f671f18493d8c01aefccc4c668c.jpg,640,640,Bus Line Number,320,222,344,253
IMG_0652_JPG.rf.23cc8f671f18493d8c01aefccc4c668c.jpg,640,640,Destination Sign,269,228,321,255
IMG_0652_JPG.rf.23cc8f671f18493d8c01aefccc4c668c.jpg,640,640,Bus Side Number,337,348,361,361
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,BMTA-bus,59,233,472,595
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Bus Line Number,126,341,164,369
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Destination Sign,153,446,201,489
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Bus Side Number,168,507,202,528
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,BMTA-bus,462,213,588,387
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,BMTA-bus,461,193,574,272
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,BMTA-bus,147,190,300,310
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Bus Line Number,186,221,199,234
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Destination Sign,201,274,223,291
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Bus Line Number,505,246,523,260
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Destination Sign,525,299,551,315
IMG_3684_jpg.rf.2405e8f079a625a2ac44750e39f8ff81.jpg,640,640,Bus Side Number,529,361,549,371
IMG_3097_jpg.rf.245cef19a9f2934131ed9aa4546f7af0.jpg,640,640,BMTA-bus,171,106,448,471
IMG_3097_jpg.rf.245cef19a9f2934131ed9aa4546f7af0.jpg,640,640,Destination Sign,281,287,327,337
IMG_3097_jpg.rf.245cef19a9f2934131ed9aa4546f7af0.jpg,640,640,Bus Line Number,238,142,311,178
IMG_3097_jpg.rf.245cef19a9f2934131ed9aa4546f7af0.jpg,640,640,Bus Side Number,287,421,325,446
IMG_3097_jpg.rf.245cef19a9f2934131ed9aa4546f7af0.jpg,640,640,TSB-Bus,552,249,576,320
IMG_0451_JPG.rf.23b5b0e5e4bc8fff8eb2580e3f62a2c9.jpg,640,640,BMTA-bus,183,248,492,505
IMG_0451_JPG.rf.23b5b0e5e4bc8fff8eb2580e3f62a2c9.jpg,640,640,Bus Line Number,366,268,431,302
IMG_0451_JPG.rf.23b5b0e5e4bc8fff8eb2580e3f62a2c9.jpg,640,640,Destination Sign,369,378,463,403
IMG_0451_JPG.rf.23b5b0e5e4bc8fff8eb2580e3f62a2c9.jpg,640,640,Bus Side Number,370,473,424,484
IMG_3745_JPG.rf.239d9ef7f3ea5de678498cd12a43e430.jpg,640,640,BMTA-bus,136,49,564,546
IMG_3745_JPG.rf.239d9ef7f3ea5de678498cd12a43e430.jpg,640,640,Bus Line Number,242,68,360,117
IMG_3745_JPG.rf.239d9ef7f3ea5de678498cd12a43e430.jpg,640,640,Destination Sign,335,251,420,312
IMG_3745_JPG.rf.239d9ef7f3ea5de678498cd12a43e430.jpg,640,640,Bus Side Number,364,468,448,501
IMG_4162_JPG.rf.247f154ea9576e0cb3e3814b0eadc96d.jpg,640,640,BMTA-bus,220,118,521,541
IMG_4162_JPG.rf.247f154ea9576e0cb3e3814b0eadc96d.jpg,640,640,Bus Line Number,331,162,430,201
IMG_4162_JPG.rf.247f154ea9576e0cb3e3814b0eadc96d.jpg,640,640,Destination Sign,389,311,462,375
IMG_4162_JPG.rf.247f154ea9576e0cb3e3814b0eadc96d.jpg,640,640,Bus Side Number,416,472,478,498
IMG_1950_jpeg.rf.246f4d345f2984c8baafc5af261a3779.jpg,640,640,BMTA-bus,257,275,483,393
IMG_1950_jpeg.rf.246f4d345f2984c8baafc5af261a3779.jpg,640,640,Bus Line Number,334,283,386,296
IMG_1950_jpeg.rf.246f4d345f2984c8baafc5af261a3779.jpg,640,640,Destination Sign,392,327,430,341
IMG_1950_jpeg.rf.246f4d345f2984c8baafc5af261a3779.jpg,640,640,Bus Side Number,381,377,428,385
IMG_4386_JPG.rf.24b374195d687f2175f15dd35dd22d44.jpg,640,640,BMTA-bus,91,89,550,504
IMG_4386_JPG.rf.24b374195d687f2175f15dd35dd22d44.jpg,640,640,Bus Line Number,207,142,301,174
IMG_4386_JPG.rf.24b374195d687f2175f15dd35dd22d44.jpg,640,640,Destination Sign,246,293,316,329
IMG_4386_JPG.rf.24b374195d687f2175f15dd35dd22d44.jpg,640,640,Bus Side Number,266,418,318,438
IMG_1401_JPG.rf.24062c00add3de8aa7080591896ce772.jpg,640,640,BMTA-bus,33,129,640,608
IMG_1401_JPG.rf.24062c00add3de8aa7080591896ce772.jpg,640,640,Bus Line Number,143,186,246,229
IMG_1401_JPG.rf.24062c00add3de8aa7080591896ce772.jpg,640,640,Destination Sign,254,335,345,391
IMG_1401_JPG.rf.24062c00add3de8aa7080591896ce772.jpg,640,640,Bus Side Number,217,522,318,566
319285068_869482954091898_7718472081606946404_n_jpg.rf.23aeba120cab1be857f18d08eb357813.jpg,640,640,BMTA-bus,315,259,526,428
319285068_869482954091898_7718472081606946404_n_jpg.rf.23aeba120cab1be857f18d08eb357813.jpg,640,640,Bus Line Number,393,272,442,289
319285068_869482954091898_7718472081606946404_n_jpg.rf.23aeba120cab1be857f18d08eb357813.jpg,640,640,Destination Sign,436,336,493,361
319285068_869482954091898_7718472081606946404_n_jpg.rf.23aeba120cab1be857f18d08eb357813.jpg,640,640,Bus Side Number,472,374,504,384
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,BMTA-bus,185,109,504,551
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,BMTA-bus,505,224,619,404
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Bus Line Number,309,148,385,198
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Bus Line Number,550,255,575,269
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Destination Sign,570,316,591,334
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Destination Sign,383,331,450,362
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Bus Side Number,397,423,452,443
IMG_4449_JPG.rf.2410f9649c77f6ef4c7d69ec730506bf.jpg,640,640,Bus Side Number,568,370,588,379
IMG_4122_JPG.rf.24ce23b70caabd3580db58d80bf2770e.jpg,640,640,BMTA-bus,0,0,640,640
IMG_4122_JPG.rf.24ce23b70caabd3580db58d80bf2770e.jpg,640,640,Destination Sign,142,189,393,447
IMG_4241_JPG.rf.24dcc5880379c17e83325737d7eaa213.jpg,640,640,BMTA-bus,112,106,548,511
IMG_4241_JPG.rf.24dcc5880379c17e83325737d7eaa213.jpg,640,640,Bus Line Number,229,139,266,165
IMG_4241_JPG.rf.24dcc5880379c17e83325737d7eaa213.jpg,640,640,Destination Sign,240,296,318,334
IMG_4241_JPG.rf.24dcc5880379c17e83325737d7eaa213.jpg,640,640,Bus Side Number,276,450,326,472
IMG_0645_JPG.rf.24e44943ebd05c0dca2c45bf89963520.jpg,640,640,BMTA-bus,66,53,569,523
IMG_0645_JPG.rf.24e44943ebd05c0dca2c45bf89963520.jpg,640,640,BMTA-bus,562,167,589,369
IMG_0645_JPG.rf.24e44943ebd05c0dca2c45bf89963520.jpg,640,640,Bus Line Number,195,88,251,131
